"id";"nome";"cidade";"latitude";"longitude";"cep";"endereco"
"1266";"SHC NOVA IGUAÇU";"NOVA IGUAÇU";"-22.7629";"-43.4652";"26260-045";"AVN ABILIO AUGUSTO TAVORA 1111 EUC4042 43"
"1267";"OURICURI";"OURICURI";"-7.88181";"-40.0881";"56200-000";"AVENIDA MANOEL IRINEU DE ARAUJO 35"
"1268";"CANAÃ DOS CARAJÁS";"CANAA DOS CARAJAS";"-6.53469";"-49.851";"68537-000";"AVE WEYNE CAVALCANTE 483"
"1269";"SHC CANTAREIRA NORTE SHOPP";"SAO PAULO";"-23.442";"-46.7211";"02984-035";"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES 11001 EUC 2011"
"1270";"SHC CASTANHEIRA";"BELEM";"-1.36179";"-48.443";"66645-900";"ROD RODOVIA BR 316 KM 01 S/N LOJA ESP U"
"1271";"AV MOREIRA LIMA";"MACEIO";"-9.66309";"-35.7406";"57020-050";"R. CINCINATO PINTO 167"
"1272";"CAICO";"CAICO";"-6.46169";"-37.0948";"59300-000";"AV CORONEL MARTINIANO 882"
"1273";"PORTO SEGURO";"PORTO SEGURO";"-16.4499";"-39.0638";"45810-000";"AVENIDA DO DESCOBRIMENTO S/N COM ENTRAD"
"1274";"SHC CATUAI PALADIUM";"FOZ DO IGUACU";"-25.5689";"-54.5584";"85853-000";"AV DAS CATARATAS 3570 LJ 1006 AN"
"1275";"FLORIANO PEIXOTO";"RECIFE";"-8.06551";"-34.8823";"50020-060";"RUA FLORIANO PEIXOTO 113 E 119"
"1276";"CAMOCIN";"CAMOCIN";"-2.90383";"-40.8411";"62400-000";"RUA 24 DE MAIO 01910"
"1277";"MOCOCA";"MOCOCA";"-21.4668";"-46.9993";"13730-010";"RUA CARMO TALIBERTI 220"
"1278";"SHC GOLDEN SHOPP CALHAU";"SAO LUIS";"-2.49152";"-44.2341";"65071-380";"AVE DOS HOLANDESES 200 LOJA ANC 0"
"1279";"SHC D";"SAO PAULO";"-23.5264";"-46.6254";"03033-020";"AV CRUZEIRO DO SUL 1000 LUC 0316 A"
"1280";"SANTA MARIA 2";"SANTA MARIA";"-29.6878";"-53.8059";"97050-000";"RUA DO ACAMPAMENTO 200"
"1281";"PENEDO";"PENEDO";"-10.2443";"-36.4797";"57200-000";"R DOUTOR JOAQUIM NABUCO 113"
"1283";"ASSU";"ASSU";"-5.46527";"-37.04";"59650-000";"PC PRESIDENTE GETULIO VARGAS 160 ANEXO 176"
"1284";"CIDADE OPERARIA";"SAO LUIS";"-2.57417";"-44.2106";"65058-188";"RUA 10 1"
"1285";"MANDAGUARI";"MANDAGUARI";"-23.5258";"-51.6763";"86975-000";"AV AMAZONAS 1001"
"1286";"INHUMAS";"INHUMAS";"-16.3605";"-49.4953";"00000-000";"RUA GOIAS 0"
"1287";"RUA DO COMÉRCIO";"MACEIO";"-9.66216";"-35.738";"57020-000";"R DO COMERCIO 173 TERREOPRIM"
"1289";"PRACA DA GRACA";"PARNAIBA";"-2.903";"-41.7802";"64200-305";"PCA DA GRACA 704"
"1290";"JARU";"JARU";"-10.4495";"-62.4851";"76890-000";"-10A RUA MARECHAL RONDON 3038 SETOR 02 Q"
"1291";"TANCREDO NEVES";"PORTO VELHO";"-9.90398";"-63.0435";"76829-498";"-10A RUA JOSE AMADOR DOS REIS 3330"
"1292";"MARECHAL RONDON";"JI PARANA";"-10.8753";"-61.9545";"76900-136";"-10A AVENIDA MARECHAL RONDON 1728 LOJA A/B"
"1293";"RIO BRANCO";"RIO BRANCO";"-9.97287";"-67.811";"69900-084";"RUA RUI BARBOSA 400"
"1294";"ROLIM DE MOURA";"ROLIM MOURA";"-11.7247";"-61.7779";"76940-000";"AVENIDA -NORTE SUL 5104"
"1295";"SORRISO";"SORRISO";"-13.0866";"-55.9064";"78890-000";"RUA 02 788 LOTE URBAN"
"1296";"GETULIO VARGAS";"VILHENA";"-12.0417";"-60.1185";"76980-084";"-10A RUA GETULIO VARGAS 213 QD 31 ST 2"
"1298";"ROLÂNDIA";"ROLANDIA";"-23.3124";"-51.3674";"86600-093";"AV. DOS EXPEDICIONARIOS 225"
"1299";"XV NOVEMBRO";"CURITIBA";"-25.43";"-49.2684";"80020-310";"RUA XV DE NOVEMBRO 582"
"1300";"JARDIM ZAIRA";"MAUA";"-23.6499";"-46.4396";"09321-375";"AVENIDA PRESIDENTE CASTELO BRANCO 2079 2089"
"1301";"GENERAL SAMPAIO";"FORTALEZA";"-3.72847";"-38.5317";"60020-030";"R GAL SAMPAIO 01148"
"1302";"MAL CANDIDO RONDON";"MARECHAL CANDIDO RON";"-24.5565";"-54.0579";"85960-000";"AV RIO GRANDE SUL 1021 QDR 46"
"1303";"EDUARDO RIBEIRO";"MANAUS";"-3.13365";"-60.0241";"69010-000";"AVE EDUARDO RIBEIRO 409 LETRA 413"
"1304";"DR FLORES";"PORTO ALEGRE";"-30.028";"-51.2249";"90020-122";"RUA FLORES, DR 87"
"1305";"LÍRIO DO VALE";"MANAUS";"-3.08562";"-60.0632";"69037-570";"AVE LAGUNA 708"
"1306";"TAGUATINGA C2";"BRASILIA";"-15.8362";"-48.0569";"72010-905";"C 02 LOTE 12 LOJA 1, 2, 3 E 5 S/N"
"1307";"SHC CAXIAS PARAISO SHOPP";"CAXIAS";"-4.87835";"-43.3358";"65605-295";"ROD BR 316 KM 554 4362 LOJA ANC 0"
"1308";"PARAGOMINAS";"PARAGOMINAS";"-2.99265";"-47.3559";"68625-090";"RUA TRANSAMAZONICA 222 QUADRA02 B"
"1309";"AV BRASIL 2";"CASCAVEL";"-24.955";"-53.4592";"85810-000";"AV BRASIL 6380"
"1310";"SERTAOZINHO";"SERTAOZINHO";"-21.1368";"-47.9917";"14160-040";"RUA BARAO DO RIO BRANCO 903"
"1311";"ALEGRETE";"ALEGRETE";"-29.7845";"-55.7955";"97541-001";"RUA DOS ANDRADAS 363"
"1312";"PIRIPIRI";"PIRIPIRI";"-4.27665";"-41.7799";"64260-000";"AVE AVENIDA 4 DE JULHO 86"
"1313";"UMARIZAL";"BELEM";"-1.43962";"-48.4841";"66050-100";"TRV DOM PEDRO I 1104 1074"
"1315";"SHC PRÊMIO";"NOSSA SENHORA DO SOC";"-10.8877";"-37.1473";"49160-000";"AV COLETORA A S/N LOJA ANCOR"
"1317";"ITAITUBA";"ITAITUBA";"-4.27252";"-55.9826";"68180-635";"TRV TREZE DE MAIO 276"
"1318";"JOINVILLE";"JOINVILLE";"-26.3013";"-48.8478";"89201-400";"RUA: NOVE DE MARCO 619"
"1319";"SHC RIOMAR ARACAJÚ";"ARACAJU";"-10.9687";"-37.0372";"49035-900";"AVENIDA DELMIRO GOUVEIA 400 400 LOJA 322 P"
"1320";"PONTES E LACERDA";"PONTES E LACERDA";"-15.2299";"-59.334";"78250-000";"AVENIDA MARECHAL RONDON 1137"
"1321";"TANGARÁ DA SERRA";"TANGARA DA SERRA";"-5.63775";"-35.4233";"78300-970";"AVENIDA BRASIL SN QD 38 LOTE"
"1322";"SANTA MARIA DA VITÓRIA";"SANTA MARIA DA VITOR";"-13.3974";"-44.198";"47640-000";"RUA CORONEL CLEMENTE DE ARAUJO CASTRO S/N FAIXA 01"
"1323";"SHC RIOMAR PRESIDENTE KENNEDY";"FORTALEZA";"-3.72481";"-38.5463";"60355-512";"AV SGT HERMINIO SAMPAIO 03100 2072/2073"
"1325";"PARINTINS";"PARINTINS";"-2.62506";"-56.7361";"00000-000";"PRACA CRISTO REDENTOR 2102"
"1326";"PINHAIS";"PINHAIS";"-25.4483";"-49.1863";"83321-002";"AV IRAI 856"
"1327";"SHC BLVD VITORIA DA CONQUISTA";"VITORIA DA CONQUISTA";"-14.8665";"-40.8229";"45031-000";"AVENIDA OLIVIA FLORES 2500 1080"
"1328";"SÃO MANUEL";"SAO MANUEL";"-22.7291";"-48.5693";"18650-000";"RUA MORAES GORDO 301"
"1329";"SHC CIDADE VERDE";"PARNAMIRIM";"-5.9122";"-35.2605";"59151-610";"AV AYRTON SENNA 1995 LOTES 10"
"1330";"PANAMBI";"PANAMBI";"-28.2915";"-53.501";"98280-000";"RUA 7 DE SETEMBRO 97"
"1331";"ITUMBIARA";"ITUMBIARA";"-18.4152";"-49.2171";"75503-050";"RUA BENJAMIM CONSTANT 212 Q32 L15"
"1332";"SHC MANDACARU";"MARINGA";"-23.4134";"-51.9559";"87080-283";"AV MANDACARU 277 LJ 105 106"
"1333";"SHC METRÓPOLE ANANINDEUA";"ANANINDEUA";"-1.3847";"-48.4107";"67113-970";"ROD BR 316, KM 4 4500 LOJA 201 A"
"1334";"QUIRINÓPOLIS";"QUIRINOPOLIS";"-18.4478";"-50.456";"75860-000";"AVENIDA BRASIL 125"
"1335";"COXIM";"COXIM";"-18.5112";"-54.7573";"79400-000";"R FILINTO MULLER 628"
"1337";"SANTA CRUZ DO SUL";"SANTA CRUZ DO SUL";"-29.7194";"-52.4278";"96810-052";"RUA MAL FLORIANO 895"
"1338";"BENJAMIN CONSTANT";"LONDRINA";"-23.3083";"-51.1618";"86010-350";"RUA BENJAMIN CONSTANT 1160"
"1339";"SHC JAIARA SHOPP";"ANAPOLIS";"-16.2923";"-48.9678";"75064-780";"AVENIDA FERNANDO COSTA 177 1-GLJS48/5"
"1341";"SANTA LUZIA";"SANTA LUZIA";"-3.965";"-45.661";"65390-000";"AVE NEWTON BELO 431"
"1342";"PIMENTA BUENO";"PIMENTA BUENO";"-11.6741";"-61.1882";"76970-000";"RUA -GENERAL OSORIO 160 LOTE 001 Q"
"1345";"VERA CRUZ";"VERA CRUZ";"-12.9501";"-38.6273";"44470-000";"AVENIDA JUVENAL JOAO VINAGRE 3090 QUADRAL1"
"1346";"CRUZEIRO DO SUL";"CRUZEIRO DO SUL";"-7.62898";"-72.6743";"69980-000";"AVENIDA BOULEVARD THAUMATURGO 338"
"1347";"VOTUPORANGA";"VOTUPORANGA";"-20.4229";"-49.9745";"15500-004";"RUA AMAZONAS 3289 E RUA TIET"
"1349";"XIQUE XIQUE";"XIQUE-XIQUE";"-10.8252";"-42.732";"47400-000";"PRACA DOM MAXIMO 51"
"1350";"GUAXUPE";"GUAXUPE";"-21.3033";"-46.7086";"37800-000";"AVENIDA CONDE RIBEIRO DO VALLE 468"
"1351";"PONTO BR";"ANANINDEUA";"-15.8112";"-48.1053";"00000-000";"QNM 12 (VIA NM 12-A) LOTE 14 E QNM 12"
"1353";"INDAIAL";"INDAIAL";"-26.896";"-49.2346";"89130-000";"RUA MARECHAL DEODORO DA FONSECA 116"
"1354";"GRAJAÚ 2";"GRAJAU";"-5.81695";"-46.1435";"65940-000";"RUA FREI BANJAMIM DE BORNO 45"
"1355";"PRESIDENTE DUTRA";"PRESIDENTE DUTRA";"-5.25999";"-44.4748";"65760-000";"RUA MAGALHAES DE ALMEIDA SN QUADRA35 L"
"1356";"SHC SERRA DOURADA";"ALTAMIRA";"-3.18427";"-52.235";"68378-329";"AVE NOVA ALTAMIRA 1851 LUC ANCORA"
"1357";"SHC CAMPINAS SHOPP";"CAMPINAS";"-22.9328";"-47.0776";"13050-913";"RUA JACY TEIXEIRA CAMARGO 940 940"
"1358";"SHC CIDADE DOS LAGOS";"GUARAPUAVA";"-25.3497";"-51.4797";"85053-525";"AVENIDA LAURA PACHECO BASTOS S/N"
"1359";"JATAI";"JATAI";"-17.8866";"-51.7147";"75800-012";"AVENIDA GOIAS 1183 30 AREA"
"1361";"CASTANHAL 2";"CASTANHAL";"-1.29212";"-47.9249";"68745-197";"PAES DE CARVALHO 1001"
"1362";"ARAPONGAS";"ARAPONGAS";"-23.411";"-51.4365";"86700-050";"AV ARAPONGAS 779 LJ 803"
"1364";"TAILÂNDIA";"TAILANDIA";"-2.94337";"-48.9481";"68695-000";"TRV MOJU 28"
"1365";"PALMARES";"PALMARES";"-8.64649";"-35.6314";"55540-000";"RUA DOUTOR FAUSTO FIGUEIREDO 1074 RUA CONSEL"
"1366";"IGUATU";"IGUATU";"-6.36029";"-39.2966";"63500-110";"AV AGENOR ARAUJO 00440 ANEXO A"
"1367";"PRESIDENTE PRUDENTE";"PRESIDENTE PRUDENTE";"-22.1234";"-51.3874";"19010-071";"RUA JOAQUIM NABUCO 625"
"1368";"SHC GRAND CIRCULAR";"MANAUS";"-3.06165";"-59.9501";"69085-000";"AVE AUTAZ MIRIM 6100 LJ LUC 220"
"1369";"MARIO COVAS";"ANANINDEUA";"-1.37926";"-48.4129";"67115-000";"ROD DO MARIO COVAS 32 A"
"1370";"AMARGOSA";"AMARGOSA";"-13.0291";"-39.605";"45300-000";"RUA BENEDITO ALMEIDA 216"
"1371";"DESCALVADO";"DESCALVADO";"-21.9008";"-47.6191";"13690-000";"RUA CEL ARTHUR WHITACKER 160"
"1372";"MANOA";"MANAUS";"-3.02995";"-60.0011";"00000-000";"RUA FRANCISCO QUEIROZ 654"
"1373";"TUCUMÃ";"TUCUMA";"-6.86046";"-51.431";"68385-000";"AVE DOS ESTADOS SN"
"1374";"JACUNDÁ";"JACUNDA";"-4.44367";"-49.1147";"68590-000";"AVE CRISTO REI 423"
"1375";"SAPE";"SAPE";"-7.09602";"-35.2303";"58340-000";"RUA ORCINE FERNANDES 151 QUADRA 03"
"1378";"VIGIA DE NAZARÉ";"VIGIA";"-0.854734";"-48.1463";"68780-000";"RUA BOULEVARD MELO PALHETA 187"
"5001";"COSMOPOLIS";"COSMOPOLIS";"-22.6443";"-47.197";"13150-000";"AVENIDA ESTER 467"
"5002";"RIO BRANCO DO SUL";"RIO BRANCO DO SUL";"-25.1925";"-49.3146";"83540-000";"R CEL CARLOS PIOLI SN"
"5003";"SAMAMBAIA 3";"BRASILIA";"-15.8735";"-48.105";"72320-554";"QS 412 CONJUNTO D LOTE 01 SN"
"5004";"UNAÍ";"UNAI";"-16.3593";"-46.9042";"38610-000";"AVENIDA GOVERNADOR VALADARES 689"
"5005";"CUNHA";"CUNHA";"-23.0736";"-44.958";"12530-000";"PRACA CONEGO SIQUEIRA 17"
"5006";"MATÃO";"MATAO";"-21.6028";"-48.3649";"15990-170";"AVENIDA QUINZE DE NOVEMBRO 1130"
"5007";"BARRA DO CORDA";"BARRA DO CORDA";"-16.6954";"-49.2654";"65950-000";"RUA MANOEL JOSE SALOMAO 441"
"5008";"GUARARAPES";"GUARARAPES";"-21.2906";"-50.6379";"16700-000";"PRACA NOSSA SENHORA DA CONCEICAO 48"
"5009";"CASIMIRO DE ABREU";"CASIMIRO DE ABREU";"-22.4783";"-42.2027";"28860-000";"RUA ALPHEU MARCHON 150"
"5010";"TUPÃ";"TUPA";"-21.9285";"-50.5118";"17601-000";"AVENIDA TAMOIOS 625"
"5011";"PACAJUS";"PACAJUS";"-4.17344";"-38.4612";"62870-000";"RUA TENENTE JOAQUIM NOGUEIRA DE QUEIROZ 00259"
"5012";"CAMPO VERDE";"CAMPO VERDE";"-15.5562";"-55.1607";"78840-000";"RUA BELEM 556 QUADRA 13"
"5013";"SERRANA";"SERRANA";"-21.198";"-47.5971";"14150-000";"RUA VICENTE DE PAULA LIMA 407"
"5014";"CACHOEIRA PAULISTA";"CACHOEIRA PAULISTA";"-22.665";"-45.0078";"00000-000";"AV CORONEL DOMICIANO 147"
"5015";"ADAMANTINA";"ADAMANTINA";"-21.6867";"-51.0738";"17800-000";"AVENIDA RIO BRANCO 551"
"5016";"FAZENDINHA";"CURITIBA";"-25.4783";"-49.3255";"00000-000";"RUA GENERAL POTIGUARA 2976"
"5017";"VÁRZEA PAULISTA";"VARZEA PAULISTA";"-23.2098";"-46.8464";"13220-005";"AVENIDA FERNAO DIAS PAES LEME 2222 LOJA N 501"
"5018";"GUARIBA";"GUARIBA";"-21.3581";"-48.2268";"14840-000";"RUA 9 DE JULHO 649"
"5019";"PIRAQUARA";"PIRAQUARA";"-25.4459";"-49.0644";"83301-010";"AV GETULIO VARGAS 657 LJS 3 A 5"
"5020";"PONTAL";"PONTAL";"-21.0237";"-48.0373";"14180-000";"RUA JOSE LEONEL PUPO 387"
"5021";"VOLUNTÁRIOS DA PÁTRIA";"RIO DE JANEIRO";"-22.9545";"-43.1925";"22270-003";"RUA VOLUNTARIOS DA PATRIA 335"
"5022";"MARIZ E BARROS";"RIO DE JANEIRO";"-22.9157";"-43.2218";"20270-002";"RUA MARIZ E BARROS 824 LOJ F"
"5023";"CORNELIO PROCOPIO";"CORNELIO PROCOPIO";"-23.1848";"-50.6487";"86300-000";"AV XV DE NOVEMBRO 716"
"5024";"MIRANDÓPOLIS";"MIRANDOPOLIS";"-21.1329";"-51.1024";"16800-000";"RUA NOVE DE JULHO 1003"
"5025";"GERIBA";"B?ZIOS";"-22.7705";"-41.9116";"28950-000";"AVN JOSE BENTO RIBEIRO DANTAS S/N LJ LOTE 53"
"5026";"COMENDADOR ARAÚJO";"CURITIBA";"-25.4345";"-49.2774";"80420-000";"RUA COM ARAUJO 117"
"5027";"MP UBERLÂNDIA";"UBERLANDIA";"-18.9118";"-48.2621";"38414-583";"RODOVIA BR-497 S/N KM 1480"
"5028";"MP RECIFE";"CABO DE SANTO AGOSTI";"-8.03689";"-34.9414";"54503-010";"RODOVIA BR-101 SUL 9415 GALPAO A"
"5029";"MARKETPLACE";"ITAPEVI";"-23.5152";"-46.9292";"06696-900";"ESTRADA DOS ALPES 555 555 ARMZ LASA"
"5030";"MP SEROPÉDICA";"SEROPEDICA";"-22.4907";"-43.4471";"23893-890";"ETR DE MIGUEL PEREIRA 125 GALPAO:1;A"
"5031";"CACHOEIRINHA 2";"CACHOEIRINHA";"-29.9497";"-51.0989";"94910-002";"AV FLORES DA CUNHA, GEN 1530"
"5032";"ARACATUBA";"ARACATUBA";"-21.207";"-50.4415";"16010-410";"RUA DUQUE DE CAXIAS 133 135 E 137"
"5033";"SAVASSI";"BELO HORIZONTE";"-19.9375";"-43.9355";"30130-154";"RUA PERNAMBUCO 1156 N 1164 SEG"
"5034";"SOLEDADE";"SOLEDADE";"-28.8373";"-52.5129";"99300-000";"AV MAL FLORIANO PEIXOTO 929"
"5035";"LOCAL 1 MAR?O";"RIO DE JANEIRO";"-22.9026";"-43.1759";"20010-000";"RUA PRIMEIRO DE MARCO 21 LOJA 21A"
"5036";"SHC COTIA POUPA SHOPP";"COTIA";"-23.6056";"-46.927";"06717-210";"AVENIDA NOSSA SENHORA DE FATIMA 833 LOJAS 22 A"
"5037";"MARACAJÚ";"MARACAJU";"-20.4593";"-54.6213";"79150-000";"OUT 11 DE JUNHO 301 QUADRA: 30"
"5038";"SANTA FÉ DO SUL";"SANTA FE DO SUL";"-20.1966";"-50.9253";"15775-000";"RUA NAVARRO DE ANDRADE 663"
"5039";"SHC CIDADE 2";"CURITIBA";"-25.4725";"-49.2523";"81630-000";"AV MAL FLORIANO PEIXOTO 4984 LJ LT 150"
"5040";"DIAMANTINA";"DIAMANTINA";"-18.2463";"-43.6027";"39100-000";"RUA LARGO DOM JOAO 62"
"5041";"ANDRADAS";"ANDRADAS";"-22.0697";"-46.5708";"37795-000";"RUA CORONEL OLIVEIRA 112"
"5042";"MAL DEODORO";"FEIRA DE SANTANA";"-12.2591";"-38.9666";"44002-064";"RUA MARECHAL DEODORO 438."
"5043";"NOVA VENÉCIA";"NOVA VENECIA";"-18.7109";"-40.3982";"29830-000";"AVE VITORIA 102 E SUBSOLO"
"5044";"GALEÃO";"RIO DE JANEIRO";"-22.8062";"-43.2121";"21941-353";"ETR DO GALEAO 2879 LOJ A"
"5045";"PIEDADE";"PIEDADE";"-23.7118";"-47.4178";"18170-000";"PRACA CORONEL JOAO ROSA 188"
"5046";"BAIRRO ALTO";"CURITIBA";"-25.3965";"-49.2085";"82840-170";"RUA ALBERICO FLORES BUENO 371 LJ 07 FDO"
"5047";"PERIPERI";"SALVADOR";"-12.8653";"-38.4765";"40720-318";"RUA OSVALDO DEWAY 132 LOJA 1"
"5049";"LOCAL N S COPACABANA 845";"RIO DE JANEIRO";"-22.9743";"-43.1889";"22060-001";"AVN NOSSA SENHORA DE COPACABANA 00845 A LOJA"
"5050";"ARCOS";"ARCOS";"-20.2835";"-45.5399";"35588-000";"RUA JARBAS FERREIRA PIRES 465 LOJA 01"
"5051";"BARRA";"SALVADOR";"-13.0096";"-38.5315";"40140-230";"ALMIRANTE MARQUES DE LEAO 54 LOJA 154"
"5052";"JANAUBA";"JANAUBA";"-22.9758";"-43.3636";"22775-005";"AV AYRTON SENNA 5500 LOJAS 11,"
"5054";"GETÚLIO VARGAS";"FEIRA DE SANTANA";"-12.2556";"-38.9593";"44001-325";"AVENIDA GETULIO VARGAS 663"
"5055";"MORRO AGUDO";"MORRO AGUDO";"-20.7356";"-48.061";"14640-000";"RUA INACIO FRANCO 1185"
"5057";"ARTUR NOGUEIRA";"ARTUR NOGUEIRA";"-22.5836";"-47.1602";"13160-000";"AVENIDA DOUTOR FERNANDO ARENS 210"
"5059";"RIO DAS OSTRAS 2";"RIO DAS OSTRAS";"-22.5109";"-41.9295";"28896-052";"AVN JANE MARIA MARTINS FIGUEIRA 451 LOJA:01"
"5060";"JAU";"JAU";"-22.2952";"-48.5568";"17201-450";"RUA MAJOR PRADO 462"
"5061";"INDAIATUBA";"INDAIATUBA";"-23.0869";"-47.2144";"13330-080";"PRACA DOM PEDRO II 47"
"5064";"LARANJEIRAS SERRA";"SERRA";"-20.1982";"-40.2522";"29165-390";"AVE SEGUNDA AVENIDA 443"
"5065";"GRALHA AZUL";"PINHAIS";"-25.4285";"-49.1833";"83320-392";"AV JACOB MACANHAN 468 LJ 05 TER"
"5066";"PONTA GROSSA";"PONTA GROSSA";"-25.1013";"-50.2021";"84061-000";"RUA NICOLAU KLUPPEL NETTO 1514"
"5067";"LAGOA SANTA";"LAGOA SANTA";"-19.6277";"-43.8916";"33400-000";"PRACA DOUTOR LUND 94 LOJA 02 N"
"5068";"CAMINHO DE AREIA";"SALVADOR";"-12.9282";"-38.5034";"40440-360";"AVENIDA CAMINHO DE AREIA 213"
"5070";"SHC PARTAGE SHOPP NATAL";"NATAL";"-5.75785";"-35.2472";"59110-200";"AV DOUTOR JOAO MEDEIROS FILHO 2395 LOJA 233"
"5071";"SANTOS DUMONT";"SANTOS DUMONT";"-21.4549";"-43.5523";"36240-000";"AVENIDA GETULIO VARGAS 41"
"5072";"BRUMADINHO";"BRUMADINHO";"-20.188";"-44.134";"35460-000";"AVENIDA VIGILATO RODRIGUES BRAGA 240 LOJA E PRI"
